2019-04-14 17:17:39,261: 's'
2019-04-14 17:17:39,462: 'i'
2019-04-14 17:17:39,635: 'm'
2019-04-14 17:17:39,895: 'p'
2019-04-14 17:17:40,400: 'l'
2019-04-14 17:17:40,600: 'e'
2019-04-14 17:17:40,934: Key.shift
2019-04-14 17:17:41,149: 'k'
2019-04-14 17:17:41,351: 'e'
2019-04-14 17:17:41,614: 'y'
2019-04-14 17:17:42,353: Key.backspace
2019-04-14 17:17:42,585: Key.backspace
2019-04-14 17:17:43,262: 'e'
2019-04-14 17:17:43,545: 'y'
2019-04-14 17:17:43,878: Key.shift
2019-04-14 17:17:44,227: 'l'
2019-04-14 17:17:44,474: 'o'
2019-04-14 17:17:44,811: 'g'
2019-04-14 17:17:45,011: 'g'
2019-04-14 17:17:45,122: 'e'
2019-04-14 17:17:45,361: 'r'
2019-04-14 17:17:49,674: Key.shift
2019-04-14 17:17:49,824: 's'
2019-04-14 17:17:50,007: 'i'
2019-04-14 17:17:50,176: 'm'
2019-04-14 17:17:50,370: 'p'
2019-04-14 17:17:50,609: 'l'
2019-04-14 17:17:50,769: 'e'
2019-04-14 17:17:50,979: Key.space
2019-04-14 17:17:51,697: Key.shift
2019-04-14 17:17:51,899: 'k'
2019-04-14 17:17:52,084: 'e'
2019-04-14 17:17:52,285: 'y'
2019-04-14 17:17:52,463: Key.space
2019-04-14 17:17:53,936: 'l'
2019-04-14 17:17:54,191: 'o'
2019-04-14 17:17:54,916: 'g'
2019-04-14 17:17:55,064: 'g'
2019-04-14 17:17:55,264: 'e'
2019-04-14 17:17:55,418: 'r'
2019-04-14 17:17:55,734: Key.space
2019-04-14 17:17:56,151: 'u'
2019-04-14 17:17:56,290: 's'
2019-04-14 17:17:56,406: 'i'
2019-04-14 17:17:56,585: 'n'
2019-04-14 17:17:56,754: 'g'
2019-04-14 17:17:56,901: Key.space
2019-04-14 17:17:57,286: Key.shift
2019-04-14 17:17:57,441: 'p'
2019-04-14 17:17:57,804: 'y'
2019-04-14 17:17:58,058: 't'
2019-04-14 17:17:58,229: 'h'
2019-04-14 17:17:58,503: 'o'
2019-04-14 17:17:58,750: 'n'
2019-04-14 17:17:58,950: Key.space
2019-04-14 17:18:01,800: Key.enter
2019-04-14 17:18:30,845: Key.alt_l
2019-04-14 17:18:31,030: Key.tab
2019-04-14 17:18:34,237: Key.ctrl_l
2019-04-14 17:18:34,454: 'z'
